,SampleID,C16H10O8+Metabolomics,C12H19N3O7+Metabolomics,Proline betaine+Metabolomics,Glycerophosphocholine+Metabolomics,C8H16N2O4(2)+Metabolomics,LysoPC(18:1)+Metabolomics,C26H44O5+Metabolomics,C20H12N4O7+Metabolomics,C12H16O6+Metabolomics,C8H12O6+Metabolomics,C19H28N6O5S+Metabolomics,Oxindole+Metabolomics,Glycine+Metabolomics,C16H15NO5+Metabolomics,C29H41N7O5(1)+Metabolomics,6-(alpha-D-Glucosaminyl)-1D-myo-inositol+Metabolomics,C12H22N6O2+Metabolomics,C19H34O15+Metabolomics,C14:1 AC (Tetradecenoylcarnitine)+Metabolomics,"C10:0,OH AC (Hydroxydecanoyl carnitine)+Metabolomics",C-glycosyltryptophan+Metabolomics,C13H16N6O3+Metabolomics,C30H48O5+Metabolomics,C28H46O4(1)+Metabolomics,gamma-glutamylhistidine+Metabolomics,C28H46O5(1)+Metabolomics,C3:1 AC (Propenoylcarnitine)+Metabolomics,C13H18O5_pos+Metabolomics,Nicotinamide+Metabolomics,C26H36O10(1)+Metabolomics,Hydroxyhippurate+Metabolomics,C7H10N2O3+Metabolomics,C21H20O11+Metabolomics,Tauroursodeoxycholic acid+Metabolomics,C16H24O5_pos+Metabolomics,C12H19N3O9+Metabolomics,C28H46O5(2)+Metabolomics,C30H52O6+Metabolomics,C8H12N2O5+Metabolomics,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)+Metabolomics",Glucaric acid+Metabolomics,"C18:3,OH FA (Hydroxylinolenic acid)+Metabolomics",C23H32O7+Metabolomics,C10H17N7O5+Metabolomics,Hippuric acid+Metabolomics,C16H26N4O11+Metabolomics,C15H20N2O9+Metabolomics,C33H42N2O11+Metabolomics,C26H36O10(2)+Metabolomics,C17H18N2O4(3)+Metabolomics,C28H46O4(2)+Metabolomics,Cys-Pro or Pro-Cys+Metabolomics,C26H48O5+Metabolomics,Ketodeoxycholic acid(3)+Metabolomics,Pantothenic acid(1)+Metabolomics,C26H42O4+Metabolomics,Taurocholic acid+Metabolomics,C11H23N3O3+Metabolomics,C28H48O5+Metabolomics,C24:4 FA (Tetracosatetraenoic acid)+Metabolomics,C27H48O4+Metabolomics,C6H11NO4(1)+Metabolomics,C6H14O6+Metabolomics,C10:0 AC (Decanoylcarnitine)+Metabolomics,C16H14N2O3+Metabolomics,LysoPG(18:0)+Metabolomics,C7H12O9S2+Metabolomics,C6H11NO4(2)+Metabolomics,C19:1 FA (Nonadecaenoic acid)+Metabolomics,"C14:0,OH FA (Hydroxy-myristic acid)+Metabolomics",C19H21NO3(2)+Metabolomics,C11H14N2O3+Metabolomics,C6H10N2O4(2)+Metabolomics,Hydroxy-cholenoic acid+Metabolomics,C7H12N2O3(1)+Metabolomics,C5H10O5(3)+Metabolomics,C18H12N4O6+Metabolomics,C16H16N2O3+Metabolomics,Amino-Hydroxy-benzoic acid+Metabolomics,C17:1 FA (Heptadecenoic acid)+Metabolomics,2-methoxyacetaminophen glucuronide+Metabolomics,C8H17NO7+Metabolomics,Tryptophan betaine(2)+Metabolomics,"C18:1,OH FA(1) (Hydroxy-oleic acid)+Metabolomics",C20H24N2O6+Metabolomics,N-(1-Deoxy-1-fructosyl)methionine+Metabolomics,C24H36O3+Metabolomics,C28H50O4+Metabolomics,C16:2 FA (Hexadecadienoic acid)+Metabolomics,"C17:3,OH FA (Hydroxy-septadecatrienoic acid)+Metabolomics",C16:2 AC (Hexadecadienoylcarnitine)+Metabolomics,C11H11NO2+Metabolomics,C7H8N4O3(1)+Metabolomics,"C18:0,OH FA (Hydroxy-octadecanoic acid)+Metabolomics",C8H12N2O3+Metabolomics,C12H14O5_pos+Metabolomics,LysoPC(18:2)+Metabolomics,C9H18O9+Metabolomics,C12H18N2O2(2)+Metabolomics,C30H50O5+Metabolomics,C8H16O8+Metabolomics,"C14:1,OH FA (Hydroxy-tetradecenoic acid)+Metabolomics","C11:0,DC FA (Undecanedioic acid)+Metabolomics",C22:4 FA (Adrenic acid)+Metabolomics,LysoPC(18:0)+Metabolomics,C5H10N2O2S+Metabolomics,C15:0 FA (Pentadecanoic acid)+Metabolomics,C28H48O4+Metabolomics,C16H16N2O4(2)+Metabolomics,C9H16O4+Metabolomics,N-(1-Deoxy-1-fructosyl)leucine|N-(1-Deoxy-1-fructosyl)isoleucine+Metabolomics,LysoPC(20:5)+Metabolomics
93,ZTL5S2Y-E11,5631919.151,307866.1018,56959867.64,15420363.29,407210.7679,129353454.8,99860.49304,358032.616,405098.9267,107657.2264,303031.762,409110.3176,227062.1299,260263.0361,154668.9058,1505510.917,23098.90903,281843.1339,1817958.668,240249.1377,1822862.905,2588936.727,87159.86701,3975269.837,882018.8459,141357.1355,28442.42785,3708759.888,93724.19894,3529548.867,5143171.09,2676072.611,107686.3321,56139146.48,970265.2237,302852.049,366183.1965,110338.3821,1589063.169,214139.5042,1647002.962,235561.8041,51277.65065,91601.36686,10052574.79,4336057.563,191171.5138,10247525.65,2077976.748,700138.0193,1713487.955,2913318.94,296705.6458,120086.1591,3042973.888,285354.0403,44339731.27,174479.9362,1273684.78,59054.98805,253441.8209,113995.9787,249947.1564,2387795.232,445389.2352,102057.3144,354147.6843,111512.039,440125.2571,110823.4163,265364.1364,210250.7938,210178.7914,226833.6561,129234.6896,663547.0945,1040819.571,125262.1224,505331.3922,1199444.97,206966.2512,210535.0892,1068280.747,1055971.216,165689.9977,694761.0728,643974.2856,1069512.742,610883.6833,424352.5116,174610.4023,129648.7878,1741407.689,510506.5512,129003.309,5516312.184,204316644.6,506409.7829,298038.5005,1268458.659,3411645.18,279300.5872,13814.06594,1337626.758,91101131.42,1667807.309,386282.903,2020271.799,1026849.575,216046.8319,3338394.279,18238267.99
94,ZTL5S2Y-E12,5141826.899,162766.6784,49810030.78,10849963.27,406594.9925,145989133.2,86865.40153,406101.5791,397902.5329,140508.6768,286667.3996,213343.8222,217325.6567,364909.7989,190789.2949,2793434.609,37850.31411,267189.3068,2682950.85,519173.841,2427329.849,1369274.104,57160.49949,3858611.688,403745.3477,116657.9704,40342.3736,4404947.407,217930.8318,2949694.47,3831182.688,2610355.209,88267.43602,77605652.19,566778.2999,313229.5647,360886.5461,86805.05496,1428763.41,306263.7784,1864201.946,328472.1625,35611.93749,161896.921,5947626.833,4657789.273,176526.0925,11831215.01,1884279.467,309436.5983,1790581.085,1787201.869,276709.3702,92938.02428,4078538.193,256364.698,72990939.96,154817.7961,1190490.941,53800.63195,235856.1267,59286.34432,226652.7398,5223491.557,189270.9345,118635.8636,463888.8918,124930.0065,326020.0567,164060.3303,293184.5095,231854.1099,169354.3413,377283.1355,81903.06591,593977.024,1463593.309,196298.8114,455492.0546,1036235.572,227334.4319,244161.5576,1039871.912,1609079.68,301761.9445,1095367.898,822572.8158,974828.7817,937754.9009,419114.9491,231898.6283,125824.2605,1391596.618,601737.7151,82359.36564,5827136.384,231635608.4,1050902.212,266087.0498,1218662.447,3416702.211,525143.6782,9455.13068,1364645.195,105893419.6,1098594.83,400901.9869,1889160.852,1316610.815,170094.2209,4835103.504,18067379.5
95,ZTL5S2Y-E13,5109094.154,71483.87895,46381851.4,4779870.676,554371.1967,117423019.4,99628.61642,345393.0022,434284.8716,384342.7735,317681.7967,258905.8737,212037.5859,476597.5258,105123.9696,3491793.416,66526.69544,300002.6721,2273745.906,409196.7141,2389359.072,1330178.78,76246.87312,4369792.023,220166.1175,146767.0297,39633.27886,3599557.912,232222.395,2551462.568,3304248.213,2508949.708,103838.0299,46200159.65,496015.2118,399306.9442,379144.7514,111713.9674,1316420.943,305758.5888,2063190.375,417549.5689,35701.71468,152265.8024,5064480.179,5937900.377,185952.6232,11583282.02,1946937.406,207572.9273,1876202.693,2794956.236,312552.0508,124521.8644,3743493.327,286848.0652,38010429.9,185308.6487,1352909.528,46535.84093,284272.7688,93784.40069,244918.1092,3170736.515,134116.32,118684.7251,369999.3342,175420.4802,551290.8811,195264.8466,229755.691,290165.2017,192063.2377,335488.3654,127327.9549,561013.2089,1109248.995,232425.0328,488520.4932,1546320.342,138901.9282,291898.1438,1020387.404,2061686.083,341920.749,1313382.881,721997.8777,1239284.446,1256436.296,434018.452,204669.8689,139119.4968,1232548.911,822875.9172,128405.3892,5853900.257,185561746.8,1438768.112,319102.2958,1316048.258,4211669.925,461689.34,12852.3175,1635357.2,72678353.18,1649574.206,572019.8801,2300885.65,952564.0921,224054.1432,5419258.198,15254164.66
96,ZTL5S2Y-E14,5214711.861,239437.1618,48268054.77,10379382.66,438171.6535,122606390.6,130738.4201,1080694.573,603673.9437,932359.5148,595643.6956,240863.845,206818.208,372094.3594,2279.223436,9761693.972,80309.8558,225876.3238,2059111.529,332675.2105,5477241.276,2023299.428,125708.8333,7075520.481,359518.0337,246341.5096,100182.0968,3346703.157,203247.6045,2978898.169,4964363.375,2715444.629,184645.9171,30275290.57,964407.098,368094.7968,548540.5007,165906.0018,1292482.169,420641.8593,1170845.872,507508.07,68361.55497,358314.1057,5591013.726,5323179.39,346858.6604,178731594.1,3350419.13,264079.9914,3056200.135,2442503.662,492347.9905,213203.0874,4237708.433,494764.2235,32861594.73,160698.1001,2260204.309,78323.43994,532848.0547,58033.67368,245040.3007,2442533.01,256831.7373,159674.5022,394124.1024,122876.8648,885879.7319,196249.8478,188943.5919,265422.6917,191413.029,197301.3091,110290.3109,600547.27,350051.8659,210438.1907,661644.745,2462291.868,71954.77532,637471.7858,849843.5388,1915066.972,313701.0386,2627837.502,367579.0055,1926064.378,1492497.55,415280.2615,254332.2925,129347.5244,1495081.418,746016.3807,118954.8731,6724948.8,188620085.3,1431569.778,412177.5596,2130025.97,3935196.04,558438.0459,25482.59,2536472.672,93195945.23,1365986.446,760980.9905,3585407.192,720730.1135,320173.9149,11622290.84,13097929.94
97,ZTL5S2Y-E15,6261362.895,226140.6943,48479790.92,12623590.2,390685.7807,133670562.2,77034.34937,342859.3317,388856.0723,249467.6847,320334.7882,278509.644,222236.1144,335575.6884,118475.5409,2251616.741,33260.47967,329441.5939,1788934.301,220718.6206,1647810.611,1928978.702,60418.71143,3664018.324,288393.6784,128486.3359,28578.63582,3546522.557,119788.6943,2493650.379,2388269.23,2529566.628,94441.33391,5960478.699,740623.7833,278797.1418,308677.195,87064.26813,1307971.553,188915.3046,1207058.849,240954.8478,42612.6402,77041.99288,3534545.261,3966558.717,173876.5554,12759994.34,1825640.053,250718.618,1799640.061,1586358.105,271135.6069,98642.4122,3644998.635,247772.225,8144517.295,229907.2205,1146005.691,94393.32423,260017.0378,92968.18104,233895.7488,1925451.535,156900.1304,64982.91502,366221.2669,129889.2143,777957.7153,101516.2981,235014.2001,213020.8339,151042.6862,154672.3107,75289.67342,550850.8145,777577.6845,194118.7145,449112.8715,1292466.024,202387.8193,282368.1993,925907.8172,612525.1255,284782.6802,711041.3198,432917.6054,1134993.022,627740.3677,424586.4584,152393.0701,115149.8108,1216599.312,377406.1282,76928.44412,5334535.92,171780259.1,900246.7095,270932.3263,1101239.519,3804997.578,269025.6395,11690.89399,1733585.685,127558746.4,1416301.708,456360.5355,2064286.501,1266872.524,276727.1421,2898945.368,10939032.7
98,ZTJ7L7Z-E11,4915663.152,304585.4105,10089910.19,14310597.4,488575.8908,98567839.54,41640.49536,140095.6834,71942.34184,95149.80375,579000.7068,214876.3051,160412.0768,282137.8057,181873.7322,8624775.372,60167.30069,152941.9482,979176.0635,115276.7811,2238792.394,698664.0614,17220.25021,2510898.14,712552.089,90314.2914,120733.3554,892684.7097,87880.23215,148113.5431,14474.66554,2658676.727,48283.70544,2167014.754,364263.1469,84801.18914,197266.4356,54925.42589,1238212.867,85472.27094,169752.4768,167024.1997,15873.91965,372732.7579,14575765.17,2262583.003,92110.38858,12593130.11,272919.258,710863.0294,1220124.785,938109.7857,149425.8405,70853.09514,204594.3635,153856.1999,1095764.898,139599.2879,865723.451,73839.21957,95778.53794,106388.3788,192927.3466,2071722.739,493535.4398,85895.19537,447396.3808,171322.0987,690966.3418,64184.49782,108092.612,210945.8473,172753.3567,2399966.29,40618.63576,450688.5773,183.1230435,188030.9172,95414.32804,1524782.19,2233924.0,556524.5615,3926584.6,1398139.495,243888.9127,847502.4457,2890735.006,688340.7477,427112.1395,399016.0372,40971.56731,136512.2911,410368.5395,911630.6543,43672.83895,1151934.074,163483460.0,552886.6484,149113.6496,511567.4013,3387458.576,152200.4643,15741.37475,1388288.95,74833557.05,466909.4268,907911.9133,993262.1498,1087414.607,218153.3085,11320140.5,4235019.261
99,ZTJ7L7Z-E12,4900268.209,165675.2972,10723082.97,7528584.55,452162.5917,90123189.68,46501.86476,154040.6387,57676.94261,14566.15058,555058.6134,209596.4411,171866.9736,294471.9248,57180.43487,3056937.406,51452.66945,126854.6384,1159759.559,242313.3566,328394.4828,422799.8704,32352.95461,2216483.454,1067280.336,97784.08331,13141.44924,1081398.686,161532.1019,193923.1749,13297.70516,2696500.376,55964.76378,2042260.271,222993.9801,88690.27634,208208.6518,51619.24241,1076818.246,121503.6963,244011.4694,164890.7726,28346.86661,28246.04838,11235974.56,2314015.268,107447.5839,6864644.01,97390.9568,854299.689,972753.511,1669930.373,173089.1712,67538.29407,206453.7157,154781.9518,1291769.293,147483.5623,818927.4605,49001.76826,90233.4147,56569.1976,172996.6022,3151716.841,568356.1669,155684.9221,340959.6965,170051.8659,354542.8888,110197.2127,70712.69782,214109.7973,124465.8943,5753954.419,80562.6353,441370.68,26723.80081,195536.3838,93694.09877,1005692.993,1342216.678,322238.3314,4371695.396,1120464.235,254232.3177,108855.9066,20738059.66,572229.554,333381.2373,432253.5247,73784.57823,135465.3232,417058.3906,736386.2431,85897.02811,1051475.403,154355250.5,884880.328,88522.27307,489987.2854,3260550.036,290418.3026,10977.58676,1035314.914,73975702.07,730881.9739,588353.8841,836398.2893,857988.7785,38960.54945,1040372.495,3903037.856
100,ZTJ7L7Z-E13,5282266.795,99111.79577,10940602.41,4993442.861,554845.22,72774891.21,61411.94788,162151.7781,81464.58071,32903.88168,561707.5594,176164.9375,179067.9799,324717.2585,119616.9493,2341033.948,89364.18259,180230.5668,1079588.111,231816.6343,206372.6533,283641.5745,29211.90862,2679754.112,677923.811,120480.8857,11214.23296,889897.3992,172686.4138,159186.8969,12637.53792,2737676.255,55088.88754,3466410.352,111499.141,123198.5473,256071.7033,74669.85377,1091127.036,125072.6971,164203.4471,219178.5322,38372.16629,5595.877562,11386779.62,2369268.838,100156.5929,13845772.19,95589.0419,670568.0385,1092706.411,2905793.027,206734.2051,92224.28542,301011.3414,170448.1242,1935062.955,153058.4943,1005418.72,44218.42823,118509.1531,116164.4102,193322.5533,2479803.63,425012.907,167301.7843,428149.9463,213884.83,619381.9577,150402.3439,120375.6342,246840.6966,202574.8253,5242387.464,143318.5071,422229.6895,3156.290087,180114.2261,106401.4164,1672033.463,1457093.57,269011.4514,4684499.998,1476199.399,219752.8748,59922.30243,17592380.64,692619.5932,555703.2544,447411.0903,65796.52552,148811.1026,390984.5347,998023.2861,125595.0637,1213947.127,137045027.2,1250691.503,217045.2565,589710.3895,3582511.362,329750.2332,16770.40102,1568796.966,50288366.66,1038029.091,955816.4797,1030347.031,645170.043,288268.9344,600195.8559,3651671.353
101,ZTJ7L7Z-E14,4973178.572,210734.8035,10009804.34,8748282.517,505513.6186,73005942.15,62184.47884,168555.6748,59613.9239,1453893.65,564949.8097,195886.7323,174992.8323,201396.8553,106285.1605,7061927.652,52204.99869,204305.9216,989737.1097,176752.9572,4372303.624,518745.8835,51314.13792,2784902.805,1140954.42,114778.4812,188718.6638,856410.54,121951.0029,159502.8912,11677.86675,2567031.469,51315.37745,2624514.958,190766.0921,90123.78397,268781.8587,81045.42783,859478.2633,89048.55447,200567.8618,148930.8081,37492.18296,650657.286,11959922.26,2519236.612,94761.94257,12542970.82,94080.56149,835112.8474,1182193.363,4475562.492,233766.8499,90336.38422,272008.2625,177854.227,1445380.139,146006.5939,1045140.906,35018.68896,135495.4937,67351.17098,190315.4776,2081573.799,536199.9741,120935.9336,480475.4772,261422.9396,405602.1105,91887.34283,81029.27404,252054.851,165485.2309,3915837.447,196377.6158,407589.6877,5035.900069,157981.4858,91745.96729,1187037.436,1466845.356,512239.4559,4013166.393,802568.8944,182471.2453,1898733.426,12791697.24,805668.7524,323785.9121,438689.6382,61274.66281,128843.021,607813.4561,636856.7206,206135.3276,916378.2244,137890249.8,1086930.242,281968.7874,608944.3676,3634124.602,225340.9653,12799.14044,1178773.874,43873959.58,1292245.089,695126.9248,1147214.527,666226.8291,149524.615,18115740.79,3251513.502
102,ZTJ7L7Z-E15,5102854.385,194010.5844,9086914.058,11352897.99,534476.0937,85433230.36,78642.87154,183716.7696,68546.85629,704616.0443,651419.7282,193336.962,139134.2838,250901.1649,193643.8625,6405462.324,43782.93209,235340.6171,1095517.55,198884.1405,6232435.113,629274.0875,53875.07829,3100780.894,1211748.545,137536.7567,260119.7639,990255.4258,67076.88119,132551.0623,11759.25035,2560572.666,59409.42734,1182905.972,231865.6587,86918.46973,304557.2018,98123.60906,1372720.941,89453.64538,208970.7363,154239.4542,47670.09646,618093.9951,11031791.62,2424706.189,110187.6265,11649095.4,161504.0165,864004.4651,1367132.676,5033050.855,261283.2861,103560.2087,180849.4566,200525.3147,1099714.016,152786.8643,1179621.9,51935.66814,148989.3288,87751.93267,179166.5549,2468307.627,549993.7696,96689.53001,478576.3812,159307.2607,514010.9437,74521.23221,75907.94661,244922.8393,94015.07751,2318297.574,230661.2256,398196.3883,22433.69921,152606.4773,105435.779,1368210.016,1684875.611,381474.1057,4157787.579,890497.6949,171710.226,2259684.63,6801487.936,901721.9339,334269.9282,432403.4766,66649.45776,130487.0434,267354.6939,598818.212,228585.7339,1022035.252,147572431.4,545759.3752,481063.495,699021.8634,3159905.253,200060.3618,16870.47428,1335993.61,57653247.4,1942151.101,756234.3525,1289187.251,843164.1955,327354.6111,20309580.61,3979702.549
103,ZS78KHV-E11,5030893.405,512682.3027,14487890.91,23866116.39,361709.9551,112002907.7,149892.7498,334739.4371,310955.6993,41502.14937,350166.3702,590806.1817,138855.5637,136059.8258,70305.30266,5347217.564,34923.0674,864263.0033,880731.832,163330.7722,2364652.415,1533719.139,71059.84797,3136556.145,1556754.235,144987.884,120274.8593,1635112.896,66451.87924,1425892.851,30279.71484,3513323.849,156232.4967,1946651.372,458944.3928,128580.7894,379235.1819,138844.6139,1993530.288,139991.179,1327942.955,225679.9475,32192.24885,500907.4583,13007165.3,2211706.691,292344.199,8476727.431,976650.8818,1120007.117,1730533.231,82006.80681,530898.097,122097.0008,226380.67,231254.9866,299784.4608,140510.0754,1276231.224,26988.73687,257558.2959,57192.34874,1490357.146,2182135.985,660145.7313,34846.66656,429901.1425,120009.0377,259299.5774,74979.02187,1502087.302,123158.3521,156079.5659,5844544.094,2855.834459,365719.5828,311825.5058,81773.56923,46793.75227,589586.3087,236430.2321,444303.8363,5107232.136,984719.3846,131646.1481,1190379.654,3761572.871,889558.0015,184519.285,443294.0699,29691.78679,110308.7075,1041099.332,500836.7951,3263.391401,3756685.253,265731445.3,334880.077,176768.9673,990678.8094,2634718.805,309032.3095,36367.91176,693699.4595,58298289.31,235842.9244,285140.0065,1805967.56,517381.0192,54182.13248,15681629.32,20306085.85
104,ZS78KHV-E12,4823595.364,211722.543,14993704.07,13602608.47,458849.7893,159726299.8,172458.6084,348455.7531,354460.2657,106440.2661,382166.6642,553064.1853,106128.578,251146.232,414044.3888,1475738.76,50919.65265,578397.4178,1174509.11,390917.4911,1277802.251,1147702.241,86907.91165,3587806.949,2068016.292,177483.5566,48049.92428,2823505.442,129722.4823,1882072.846,31107.21728,4122299.191,177074.3282,981255.1674,616760.5686,342942.3936,445523.5947,178683.6998,1741797.916,202186.2287,1099601.548,235661.5941,37835.78138,135401.7962,10454133.19,4883719.624,320376.1721,9935092.339,1073527.421,1550409.499,1823922.303,5159278.057,634929.587,138077.0502,386341.0207,268693.1036,195235.873,99268.13809,1524253.463,28097.94458,301679.6854,40612.53095,1242872.058,3899344.952,1039304.738,72306.03932,320068.3917,140343.0646,202965.3336,97449.24814,1641989.81,126570.3353,150413.1025,3087052.987,241249.6518,339838.8413,535926.7776,129670.3086,69610.33164,550948.5835,266202.0178,203228.1983,6403905.777,970217.105,141548.7521,421242.2141,3513661.19,1011844.507,261093.2063,430354.557,62946.27479,118457.951,1171889.719,556869.0757,246032.5991,5929423.318,342379496.0,786058.0549,256774.4127,1166605.532,3140100.453,444995.0054,26834.29347,651417.1899,106324236.2,1292013.969,289430.0667,2058752.394,778067.3055,173995.3815,5862441.544,29445203.39
105,ZS78KHV-E13,5384007.058,180004.0036,11368823.62,11097169.18,444848.6647,126489830.0,184725.9914,462962.436,392285.1579,1548101.901,392443.5327,541614.523,119031.6733,374430.5751,112358.1136,4089906.197,93214.29973,770424.5307,1019427.024,231614.826,3942569.917,1303420.041,72529.21235,3679807.54,340030.2314,157132.0622,178812.3456,1136131.971,117276.4726,1390522.076,26876.36947,3326845.531,152489.8305,916111.2328,540242.4364,373993.459,461588.809,160271.5425,1300946.234,253216.0006,1049672.102,296225.896,33804.39825,641798.7309,9523596.441,5139592.884,289835.9131,233017926.7,1286115.326,228808.8646,1830537.861,4799584.688,672278.2129,143674.3858,401308.1486,279732.3704,165805.1162,96185.88934,1653557.386,29302.38117,303074.9352,71342.6301,1290702.628,2079634.953,145074.6628,48491.64687,423799.5917,116372.0288,417670.8967,178525.7907,1390150.009,171931.8447,158656.3824,2005455.166,214422.613,326241.651,280117.7965,221611.3056,72372.81833,989328.7554,230449.6724,328000.802,5191055.073,1427976.182,333228.4586,1906908.514,1915336.673,1054111.569,458496.4554,428936.5022,55212.33849,115689.3266,843929.6376,763887.0968,215789.6479,5432516.49,302599465.7,981802.6554,640539.4387,1222992.671,3350853.339,609238.6688,29562.89662,1079726.99,68980770.6,1176062.034,516262.348,2113968.66,515854.4161,172917.6323,20167256.89,24200836.73
106,ZS78KHV-E14,5268093.786,177896.9867,14259976.19,14121768.66,503727.5233,131259598.9,161361.8313,325886.4151,378033.8334,537512.6349,415279.5905,599837.3718,111546.2641,213102.6282,207566.3998,3283549.348,69617.50574,829366.7378,914728.7795,220841.7537,2829875.387,1447914.2,79778.5537,3530525.543,986320.7856,155014.2632,135209.652,2536530.858,96529.25379,1760767.07,28274.85535,3979098.514,175327.3026,663986.3618,572838.2519,368664.3476,402200.6416,162835.1852,1564913.498,229256.3005,1924939.811,245997.0109,39135.4145,392586.3657,10006597.72,5206804.705,308496.9035,11439171.35,1216666.362,754232.1885,1647102.569,3746967.095,598780.0316,140806.8824,385954.481,256296.0675,148442.8339,100389.3648,1490461.684,29291.93157,274139.5819,42619.82585,1333272.587,1731713.5,481237.5364,53345.69937,399269.4439,147856.0458,371219.3796,138347.8196,1299912.278,154699.4388,157134.6798,1674401.722,164794.9028,328667.9292,1042968.832,121926.4544,73841.68868,910823.3225,257433.9417,288851.051,5881684.321,1171062.522,162500.7586,1373762.767,1537115.678,951360.5418,349069.1113,444033.9365,52687.22309,116704.5909,926396.0624,645126.822,170271.857,5179406.748,294608971.1,601368.4301,701110.3867,1099235.076,3653300.433,503180.6352,27803.58254,1024770.786,70933468.76,1015757.259,428558.4598,1928342.575,593387.2569,213335.6481,12974107.69,28326880.57
107,ZS78KHV-E15,5461119.014,646061.2236,13297839.39,28626977.2,388995.7771,115664671.7,195987.0308,426526.8652,353764.2514,261393.838,420552.0997,511998.2858,117875.1626,140480.2726,664394.8938,3382197.13,34801.08861,820489.6784,874572.5523,295775.8296,2186425.572,1246581.095,100952.2267,3636598.715,2344901.738,159167.2039,108003.215,2238013.733,107109.9845,1683251.186,21310.75245,4022667.344,224216.9013,1696322.947,740386.5698,352740.9814,464648.2927,186536.3757,1386572.888,188181.4671,1554485.406,210315.7387,35449.61427,273951.6428,11524795.65,4298951.458,364044.5927,11417762.75,1417464.287,1781924.794,1935992.415,2355868.254,651766.7306,153230.4764,343332.5991,308215.8838,265590.1507,122584.6198,1532609.682,26431.11162,275226.1654,53088.38735,1287858.482,2758863.83,1352941.894,66736.33075,395462.44,115317.6371,233657.6128,88141.22041,1370758.77,112611.6459,144830.1103,1907917.669,109037.5698,319163.4396,1068917.601,35501.17221,65584.80311,565967.2117,224594.7124,288730.3753,5259762.399,784327.664,50898.73708,1033537.181,860933.6204,1019690.994,211465.3809,438457.5702,36019.74919,126954.4264,1321285.261,491910.7783,104117.4928,5154568.904,268594925.9,320565.1847,433160.1527,1094745.344,2281601.738,392854.8491,23440.66455,754329.8603,56039022.25,741372.4666,293949.452,2052110.647,613329.8372,114425.1949,8834335.048,21871487.18
108,ZRB0F6P-E11,5044341.236,408544.1282,12452209.18,17924965.42,410364.977,77016509.97,114554.877,36795.72669,33683.93818,657439.1185,1332389.782,221600.2337,126543.9687,327748.7164,136135.6357,2854691.046,85781.74908,1002925.167,1303327.798,130536.2453,2952928.12,818550.7385,69295.91246,4087223.634,1300439.828,144982.4467,94966.04175,228085.6504,92881.69636,3240957.166,20613.12444,950413.1252,82338.67545,1086408.878,312064.0915,89151.34347,418097.0646,126010.905,1606036.437,182278.7345,1235729.435,247065.3223,45675.17673,208267.5349,4297624.921,1992044.004,150872.5893,14810953.13,1599167.948,922700.4752,2357216.022,4757489.635,484870.8795,129680.9193,477867.7897,238670.3897,293739.5663,117692.6695,1633676.995,90038.74386,264217.9902,91339.65889,7409000.732,4833868.695,592089.6483,67667.66451,504464.9574,70193.73891,954399.655,143764.2696,82010.99876,235934.72,91594.83227,1665543.84,214463.2761,445218.5316,588159.2839,193274.1177,59705.5252,2332073.207,69043.31596,310180.8369,3026069.556,1543131.224,288969.6767,820444.3135,581875.9163,1154672.679,683117.4441,431595.1043,115856.598,109778.2898,141366.6428,799133.4064,204128.5463,431284.7432,183905399.5,489509.7117,623656.8546,1182543.717,3279867.549,334829.6728,15768.19943,1954000.497,63567953.98,1416841.934,768106.5389,2254599.416,1320987.077,265411.4944,7148006.778,1807629.985
109,ZRB0F6P-E12,5213097.681,168726.7136,11090880.38,8431358.353,390018.3347,65508743.74,174339.474,43438.68768,53565.53752,361810.7066,2541138.371,167023.7106,132367.4075,185673.8838,378938.0382,1965204.027,178990.1545,1366129.243,1928203.349,266951.2424,1796675.41,766776.4294,129829.8998,6248337.226,4186279.682,231081.6324,36883.28598,135619.6405,152433.6123,2162442.673,24103.38792,874962.5718,148083.757,1943148.14,433693.0665,71699.46164,669414.8898,180878.7384,896245.9963,442864.2758,883129.2404,448408.474,77916.91447,97648.9736,2524246.869,1986003.51,252939.9727,12095144.15,2429963.889,3675261.454,3687800.325,5997515.285,659591.9878,225984.6601,445460.8207,341933.3193,574960.9267,131214.2322,2463341.546,136680.6799,404170.7378,42905.77503,6154572.984,7809355.504,3214577.476,127127.0524,533794.4885,114070.1651,1111335.702,264818.61,10208.5553,260556.1175,80113.37514,848869.7181,273408.5648,380260.739,365935.2783,91296.5653,74979.63351,3142014.66,56430.27662,252109.8211,2891778.224,2723950.567,83764.21481,484031.8223,97925.15791,1743459.723,1158925.615,425691.0714,182085.5156,106856.9777,120850.5922,1050086.407,269962.7019,347811.2347,163082141.1,1385061.895,608110.2279,1785143.026,3375930.981,730882.9162,24385.26614,2758893.982,54972387.78,1664617.039,975776.7327,3378870.946,917951.5402,621721.161,3798558.833,1584540.148
