,SampleID,family_Desulfovibrionaceae+gut,genus_Prevotella+gut,order_Desulfovibrionales+gut,class_Verrucomicrobiae+gut,family_Coriobacteriaceae+gut,class_Actinobacteria+gut,order_Selenomonadales+gut,genus_unclassified_Clostridiales+gut,genus_Lachnospiracea_incertae_sedis+gut,genus_Bilophila+gut,order_Burkholderiales+gut,family_unclassified_Bacteria+gut,order_Bacteroidales+gut,genus_Collinsella+gut,genus_Clostridium.XI+gut,family_unclassified_Firmicutes+gut,order_Erysipelotrichales+gut,genus_Bacteroides+gut,order_Verrucomicrobiales+gut,genus_unclassified_Porphyromonadaceae+gut,family_Acidaminococcaceae+gut,order_unclassified_Bacteria+gut,order_Clostridiales+gut,genus_Alistipes+gut,genus_Blautia+gut,genus_unclassified_Firmicutes+gut,order_unclassified_Firmicutes+gut,genus_unclassified_Bacteria+gut,family_Enterobacteriaceae+gut,class_Clostridia+gut,family_Verrucomicrobiaceae+gut,genus_Anaerovorax+gut,class_Bacteroidia+gut,family_Erysipelotrichaceae+gut,genus_Streptococcus+gut,genus_unclassified_Clostridiales_Incertae.Sedis.XIII+gut,order_Enterobacteriales+gut,genus_Akkermansia+gut,class_unclassified_Bacteria+gut,family_Sutterellaceae+gut,order_Coriobacteriales+gut,family_Veillonellaceae+gut,genus_Clostridium.sensu.stricto+gut,order_Clostridiales+gut,class_Clostridia+gut,phylum_Firmicutes+gut
108,ZOZOW1T-E11-1A,0.000288475,0.0,0.000288475,0.0,0.001153902,0.001153902,0.007500361,0.005913746,0.041828934,0.0,0.01882302,0.059281696,0.454493004,0.000865426,0.000360594,0.028414828,0.00064907,0.377181595,0.0,0.001947209,0.007500361,0.059281696,0.413745853,0.03959325,0.007788836,0.028414828,0.028414828,0.059281696,0.0,0.413745853,0.0,0.000144238,0.454493004,0.00064907,0.000360594,0.0,0.0,0.0,0.059281696,0.01882302,0.001153902,0.0,7.21e-05,0.413745853,0.413745853,0.450814943
109,ZOZOW1T-E11-2,0.000451569,0.0,0.000451569,0.0,0.000846692,0.000846692,0.008128246,0.009765184,0.099458117,0.000112892,0.013659968,0.036859336,0.437062542,0.000677354,0.000903138,0.004628584,0.000451569,0.362779408,0.0,0.000903138,0.007902461,0.036859336,0.483743509,0.024723414,0.008241138,0.004628584,0.004628584,0.036859336,0.0,0.483743509,0.0,0.000338677,0.437062542,0.000451569,0.000169338,0.000282231,0.0,0.0,0.036859336,0.013434184,0.000846692,0.000225785,0.000338677,0.483743509,0.483743509,0.497234139
110,ZOZOW1T-E11-3,0.000211104,3.02e-05,0.000211104,0.0,0.00437287,0.00437287,0.013450345,0.008323532,0.094695256,6.03e-05,0.025211858,0.027986369,0.475165114,0.004071293,0.003106246,0.001749148,0.001296782,0.364033897,0.0,0.00398082,0.013450345,0.027986369,0.440755149,0.019572363,0.011459935,0.001749148,0.001749148,0.027986369,6.03e-05,0.440815465,0.0,0.000120631,0.475165114,0.001296782,0.000120631,6.03e-05,6.03e-05,0.0,0.027986369,0.025151543,0.00437287,0.0,0.000542839,0.440755149,0.440815465,0.457462529
111,ZOQSGYW-03,0.00020816,0.009783514,0.00020816,0.000138773,0.003191785,0.003261171,0.009436581,0.007979462,0.163544269,0.00020816,0.0,0.018040522,0.383638634,0.00020816,0.001248959,0.000485706,0.003053011,0.361504302,0.000138773,0.000485706,0.009436581,0.018040522,0.581182348,0.005897863,0.077504857,0.000485706,0.000485706,0.018040522,0.000138773,0.581182348,0.000138773,0.0,0.383638634,0.003053011,0.00020816,0.000277546,0.000138773,0.000138773,0.018040522,0.0,0.003191785,0.0,0.000138773,0.581182348,0.581182348,0.59450458
112,ZOQSGYW-08,0.0,0.000418662,0.0,2.62e-05,7.85e-05,7.85e-05,0.015307324,0.006829421,0.023785226,0.0,0.0,0.003846456,0.866708533,0.0,0.0,0.000497161,0.001386817,0.841981317,2.62e-05,0.001098987,0.015307324,0.003846456,0.110709894,0.007143418,0.006593924,0.000497161,0.000497161,0.003846456,0.001308318,0.110709894,2.62e-05,0.0,0.866708533,0.001386817,2.62e-05,0.0,0.001308318,2.62e-05,0.003846456,0.0,7.85e-05,0.0,0.000104665,0.110709894,0.110709894,0.127979695
113,ZOQSGYW-1011,2.18e-05,0.000805819,2.18e-05,0.00039202,0.002221448,0.002635247,0.015070999,0.007099922,0.088814357,2.18e-05,4.36e-05,0.054686819,0.598897988,4.36e-05,0.002352121,0.000283126,0.010736998,0.536370764,0.00039202,0.000435578,0.01504922,0.054686819,0.293732032,0.050962627,0.077402213,0.000283126,0.000283126,0.054686819,0.015288788,0.293753811,0.00039202,0.0,0.598897988,0.010736998,0.006707901,0.001807649,0.015288788,0.00039202,0.054686819,4.36e-05,0.002221448,2.18e-05,8.71e-05,0.293732032,0.293753811,0.327837791
114,ZOQM06Q-01,0.001285849,2.3e-05,0.001285849,0.093201075,0.002778352,0.002801313,0.007829901,0.021951276,0.020757273,0.001125118,0.005717435,0.066680444,0.60703543,0.0,0.001262887,0.005281165,0.005625588,0.314481872,0.093201075,0.000114808,0.007829901,0.066680444,0.188078345,0.150605038,0.01028679,0.005281165,0.005281165,0.066680444,0.0,0.188078345,0.093201075,0.000206654,0.60703543,0.005625588,0.000688848,0.000665886,0.0,0.093201075,0.066680444,0.005120434,0.002778352,0.0,0.00013777,0.188078345,0.188078345,0.207503846
115,ZOQM06Q-1011,0.001015389,0.0,0.001015389,0.13624261,0.00027077,0.000293335,0.005031816,0.000225642,0.017893407,0.001015389,0.0,0.0,0.714991651,0.0,0.001872828,0.0,0.005483099,0.582156234,0.13624261,0.0,0.005031816,0.0,0.130330791,0.000112821,0.022970351,0.0,0.0,0.0,0.003362065,0.130330791,0.13624261,0.0,0.714991651,0.005483099,0.002053342,0.0,0.003362065,0.13624261,0.0,0.0,0.00027077,0.0,0.0,0.130330791,0.130330791,0.143508281
116,ZODIOFW-03,0.000268197,0.000482755,0.000268197,0.00855549,0.006892667,0.007321783,0.014026712,0.0,0.134205868,0.0,0.003459744,0.012793005,0.611757764,0.000455935,0.000268197,0.014563107,0.014080352,0.521643512,0.00855549,0.0,0.007268144,0.012793005,0.280668347,0.01804967,0.049482379,0.014563107,0.014563107,0.012793005,0.019712493,0.280668347,0.00855549,0.0,0.611757764,0.014080352,0.009628279,0.0,0.019712493,0.00855549,0.012793005,0.003459744,0.006892667,0.006758569,2.68e-05,0.280668347,0.280668347,0.335139194
117,ZIS22OE-02,0.003727171,5.32e-05,0.003727171,0.001757095,0.021031894,0.021031894,0.011181513,0.031893935,0.017251478,0.000958415,0.027208349,0.012725627,0.652947127,0.018955327,5.32e-05,0.002023321,0.00181034,0.455034343,0.001757095,0.0,0.011181513,0.012725627,0.254459294,0.079175763,0.02742133,0.002023321,0.002023321,0.012725627,0.0,0.254565785,0.001757095,0.000106491,0.652947127,0.00181034,0.000319472,0.0,0.0,0.001757095,0.012725627,0.027208349,0.021031894,0.0,0.000106491,0.254459294,0.254565785,0.269953677
118,ZOBX723-02,0.000339482,0.0,0.000339482,0.006959375,0.022405794,0.022405794,0.004073781,0.103768247,0.080004526,0.0,0.007581759,0.149485119,0.22835804,0.019803101,0.003168496,0.067330542,0.002602693,0.069480593,0.006959375,0.020482064,0.0,0.149485119,0.507468598,0.057259251,0.0040172,0.067330542,0.067330542,0.149485119,5.66e-05,0.50780808,0.006959375,0.000848704,0.22835804,0.002602693,0.000226321,0.000226321,5.66e-05,0.006959375,0.149485119,0.000169741,0.022405794,0.004073781,0.002489533,0.507468598,0.50780808,0.582097997
119,ZOBX723-04,0.000223164,0.0,0.000223164,0.0,0.011158224,0.011158224,0.001338987,0.286096853,0.026668154,0.000111582,0.0,0.080227628,0.168600759,0.009372908,0.001227405,0.012162464,0.002343227,0.042289667,0.0,0.068734657,0.0,0.080227628,0.722606561,0.005913859,0.010153983,0.012162464,0.012162464,0.080227628,0.0,0.72305289,0.0,0.000669493,0.168600759,0.002343227,0.0,0.000111582,0.0,0.0,0.080227628,0.0,0.011158224,0.001338987,0.000557911,0.722606561,0.72305289,0.738897568
120,ZOBX723-05,0.000252727,0.0,0.000252727,0.0,0.027800008,0.02784213,0.001853334,0.115159429,0.041573649,8.42e-05,0.000505455,0.100459121,0.315867065,0.02371425,0.001053031,0.026367887,0.00379091,0.207741881,0.0,0.013563034,0.000294849,0.100459121,0.517922581,0.037993345,0.005265153,0.026367887,0.026367887,0.100459121,0.000210606,0.519059854,0.0,0.000589697,0.315867065,0.00379091,0.000294849,4.21e-05,0.000210606,0.0,0.100459121,0.000294849,0.027800008,0.001558485,0.000210606,0.517922581,0.519059854,0.551451076
121,ZOBX723-06,0.0,4.42e-05,0.0,0.0,0.281107823,0.283316401,0.001236804,0.011705464,0.105305005,0.0,8.83e-05,0.020053889,0.033879588,0.228985379,0.185034675,0.002429436,0.037501656,0.022129953,0.0,0.001280975,0.000132515,0.020053889,0.617385927,0.00225275,0.15296612,0.002429436,0.002429436,0.020053889,8.83e-05,0.617650956,0.0,0.001943549,0.033879588,0.037501656,0.002385264,0.006979107,8.83e-05,0.0,0.020053889,0.0,0.281107823,0.001104289,0.01638765,0.617385927,0.617650956,0.661778347
122,ZOBX723-07,0.001212581,7.58e-05,0.001212581,0.0,0.007199697,0.007199697,0.007351269,0.069950739,0.045547556,0.000757863,0.003561955,0.101402046,0.436756347,0.005153467,0.000378931,0.016369837,0.004244032,0.307995453,0.0,0.037211065,0.00060629,0.101402046,0.417658204,0.02629784,0.005077681,0.016369837,0.016369837,0.101402046,0.000151573,0.418112922,0.0,0.001364153,0.436756347,0.004244032,0.0,0.0,0.000151573,0.0,0.101402046,0.0,0.007199697,0.006744979,0.000151573,0.417658204,0.418112922,0.44607806
123,ZOBX723-1014,8.32e-05,0.0,8.32e-05,0.001164725,0.040765391,0.041264559,0.0,0.040099834,0.113227953,0.0,0.001747088,0.169800333,0.117637271,0.013560732,0.047920133,0.022545757,0.040848586,0.103993344,0.001164725,0.000499168,0.0,0.169800333,0.587021631,0.004991681,0.031364393,0.022545757,0.022545757,0.169800333,0.007986689,0.588269551,0.001164725,0.003993344,0.117637271,0.040848586,0.004991681,0.003577371,0.007986689,0.001164725,0.169800333,0.0,0.040765391,0.0,0.090515807,0.587021631,0.588269551,0.659816972
124,ZOBX723-1015,0.0,0.00029129,0.0,7.28e-05,0.079740752,0.080032042,0.000145645,0.020754442,0.088552287,0.0,0.000364113,0.023667346,0.020900087,0.051121468,0.394043111,0.002694436,0.080905913,0.01594815,7.28e-05,0.0,0.0,0.023667346,0.784226624,0.00196621,0.078794058,0.002694436,0.002694436,0.023667346,0.003859598,0.784517914,7.28e-05,0.002184678,0.020900087,0.080905913,0.001820565,0.00502476,0.003859598,7.28e-05,0.023667346,0.0,0.079740752,0.000145645,0.107413341,0.784226624,0.784517914,0.871031168
125,ZOBX723-1021,0.0,0.000482509,0.0,0.003739445,0.010615199,0.010615199,0.003015682,0.181182147,0.094571773,0.0,0.000482509,0.167913148,0.178648975,0.006393245,0.018455971,0.023763571,0.007117008,0.156694813,0.003739445,0.002171291,0.000241255,0.167913148,0.602291918,0.00747889,0.003377563,0.023763571,0.023763571,0.167913148,0.000603136,0.602533172,0.003739445,0.002050663,0.178648975,0.007117008,0.001085645,0.000603136,0.000603136,0.003739445,0.167913148,0.000120627,0.010615199,0.002774427,0.027020507,0.602291918,0.602533172,0.637635706
126,ZOBX723-1023,0.000321605,0.0,0.000321605,0.010355696,0.030874124,0.031067087,0.003023091,0.317746189,0.081752107,0.0,0.00411655,0.056666881,0.069852705,0.0259214,0.006303467,0.006303467,0.002572844,0.039428829,0.010355696,0.001222101,0.000385927,0.056666881,0.812182415,0.015244099,0.004245192,0.006303467,0.006303467,0.056666881,0.001222101,0.813147231,0.010355696,0.002186917,0.069852705,0.002572844,0.000450248,0.000257284,0.001222101,0.010355696,0.056666881,0.000321605,0.030874124,0.002637165,0.001608027,0.812182415,0.813147231,0.825754165
127,ZOBX723-1024,0.000146606,0.001759273,0.000146606,0.013487758,0.028001759,0.028148365,0.000879636,0.09807946,0.01788594,0.0,0.000879636,0.232663832,0.183110981,0.020378244,0.07125055,0.058349216,0.014367395,0.13839613,0.013487758,0.0,0.0,0.232663832,0.461222695,0.016713092,0.001759273,0.058349216,0.058349216,0.232663832,0.001759273,0.461369301,0.013487758,0.000879636,0.183110981,0.014367395,0.003518546,0.002052485,0.001759273,0.013487758,0.232663832,0.0,0.028001759,0.000879636,0.097786248,0.461222695,0.461369301,0.538777305
128,ZO9UWDL-01,0.000651172,0.003506311,0.000651172,0.001502705,0.013424163,0.013424163,0.009917852,0.009767582,0.073732719,0.0,0.002855139,0.02454418,0.450911641,0.007914246,0.0,0.014676418,0.01547786,0.322029653,0.001502705,0.005259467,0.008014426,0.02454418,0.458224805,0.051843318,0.017581647,0.014676418,0.014676418,0.02454418,0.002654779,0.458525346,0.001502705,0.000350631,0.450911641,0.01547786,0.000601082,0.00015027,0.002654779,0.001502705,0.02454418,0.001552795,0.013424163,0.001903426,0.0,0.458224805,0.458525346,0.499298738
129,ZO9UWDL-02,0.000847937,0.076950254,0.000847937,7.07e-05,0.001978519,0.001978519,0.00459299,0.008196721,0.087266817,0.000211984,0.012436405,0.05843697,0.283988129,0.001695873,0.0,0.010952516,0.002119842,0.079564726,7.07e-05,0.004804975,0.003109101,0.05843697,0.618711136,0.063948559,0.009327304,0.010952516,0.010952516,0.05843697,0.001837196,0.618711136,7.07e-05,0.000282646,0.283988129,0.002119842,0.0,0.000282646,0.001837196,7.07e-05,0.05843697,0.012012436,0.001978519,0.001483889,0.000565291,0.618711136,0.618711136,0.636376484
130,ZO94RDZ-02,0.001163354,0.0,0.001163354,0.004459525,0.011827436,0.011875909,0.000678623,0.004556471,0.028647601,0.001163354,0.02064954,0.024866699,0.623848764,0.008095007,0.000290839,0.00063015,0.005138148,0.588511876,0.004459525,0.0,0.0,0.024866699,0.304507998,0.018856035,0.040038778,0.00063015,0.00063015,0.024866699,0.002084343,0.304507998,0.004459525,0.000581677,0.623848764,0.005138148,9.69e-05,0.000339312,0.002084343,0.004459525,0.024866699,0.02064954,0.011827436,0.000678623,9.69e-05,0.304507998,0.304507998,0.311051866
131,ZO94RDZ-04,0.000192271,6.41e-05,0.000192271,0.00012818,0.021854772,0.021854772,0.001345895,0.004294046,0.050054477,0.000192271,0.011728514,0.015061206,0.638402871,0.018457989,0.000192271,0.000640902,0.004229956,0.583797988,0.00012818,6.41e-05,0.0,0.015061206,0.30558226,0.024354291,0.056463501,0.000640902,0.000640902,0.015061206,0.000192271,0.30558226,0.00012818,0.000704993,0.638402871,0.004229956,0.00012818,6.41e-05,0.000192271,0.00012818,0.015061206,0.011728514,0.021854772,0.001345895,0.000448632,0.30558226,0.30558226,0.312439915
132,ZO94RDZ-05,0.000840793,0.0,0.000840793,0.002027796,0.043622335,0.043622335,0.002918047,0.01384836,0.030960977,0.000840793,0.016024531,0.025025966,0.580592512,0.033780108,0.000741876,0.000544043,0.002027796,0.516642762,0.002027796,0.0,0.0,0.025025966,0.288688857,0.048568178,0.050002473,0.000544043,0.000544043,0.025025966,0.002423463,0.288688857,0.002027796,0.000296751,0.580592512,0.002027796,4.95e-05,0.000494584,0.002423463,0.002027796,0.025025966,0.016024531,0.043622335,0.002918047,0.001038627,0.288688857,0.288688857,0.29427766
133,ZO94RDZ-06,0.000116131,0.000116131,0.000116131,0.0,0.000116131,0.000116131,0.006271049,0.001161305,0.09627221,0.000116131,0.005342004,0.007316223,0.735686912,0.0,0.0,0.000929044,0.000580653,0.673092556,0.0,0.0,0.0,0.007316223,0.237603066,0.046568343,0.022413192,0.000929044,0.000929044,0.007316223,0.0,0.237603066,0.0,0.0,0.735686912,0.000580653,0.000929044,0.0,0.0,0.0,0.007316223,0.005342004,0.000116131,0.006271049,0.0,0.237603066,0.237603066,0.246312856
134,ZO94RDZ-07,0.0,0.000685049,0.0,0.0,0.001113204,0.001113204,0.00077068,0.028857681,0.040075355,0.0,0.000342524,0.010703888,0.737283781,0.000513787,0.000599418,0.0038534,0.004452817,0.718873095,0.0,0.0,8.56e-05,0.010703888,0.24028087,0.012159616,0.036136325,0.0038534,0.0038534,0.010703888,0.0,0.241308443,0.0,0.000513787,0.737283781,0.004452817,8.56e-05,0.000171262,0.0,0.0,0.010703888,0.000342524,0.001113204,0.000685049,0.000513787,0.24028087,0.241308443,0.250470971
135,ZO94RDZ-08,0.0,0.0,0.0,0.0,0.003412182,0.003458293,0.001521649,0.003135519,0.099229953,0.0,0.013003182,0.006732144,0.649421312,0.002213308,0.007423802,0.003504404,0.000414995,0.611795085,0.0,0.0,0.00078388,0.006732144,0.312399133,0.026375248,0.017199244,0.003504404,0.003504404,0.006732144,0.000138332,0.312445244,0.0,9.22e-05,0.649421312,0.000414995,0.000184442,0.0,0.000138332,0.0,0.006732144,0.013003182,0.003412182,0.000737769,0.0,0.312399133,0.312445244,0.318070734
136,ZO94RDZ-11,0.000251488,0.0,0.000251488,0.0,0.000754464,0.001005952,0.001928074,0.005113589,0.060105625,0.000251488,0.018107134,0.01861011,0.601223908,0.000335317,0.0,0.002850197,0.004526783,0.507670383,0.0,0.0,0.0,0.01861011,0.340263224,0.066979629,0.041747003,0.002850197,0.002850197,0.01861011,0.0,0.3407662,0.0,0.000251488,0.601223908,0.004526783,0.0,8.38e-05,0.0,0.0,0.01861011,0.017687987,0.000754464,0.001928074,0.0,0.340263224,0.3407662,0.350071255
137,ZO5QFNX-1012,0.000314619,6.99e-05,0.000314619,0.000314619,0.004299797,0.004299797,0.005103824,0.000699154,0.049674893,0.000244704,0.018877159,0.016045585,0.637174019,0.003181151,0.000524366,0.0009089,0.000594281,0.531426973,0.000314619,0.0,0.005033909,0.016045585,0.312766552,0.02918968,0.014367615,0.0009089,0.0009089,0.016045585,6.99e-05,0.312766552,0.000314619,0.000279662,0.637174019,0.000594281,0.0,0.000174789,6.99e-05,0.000314619,0.016045585,0.018877159,0.004299797,6.99e-05,0.000419492,0.312766552,0.312766552,0.319373558
138,ZO5QFNX-1013,6.91e-05,0.000207426,6.91e-05,0.0,0.0,0.0,0.001382839,6.91e-05,0.068312245,6.91e-05,0.004494227,0.00601535,0.781304017,0.0,6.91e-05,0.001037129,6.91e-05,0.751158128,0.0,0.0,0.001382839,0.00601535,0.166632096,0.00497822,0.003249672,0.001037129,0.001037129,0.00601535,0.0,0.166632096,0.0,0.0,0.781304017,6.91e-05,0.0,0.0,0.0,0.0,0.00601535,0.004494227,0.0,0.0,0.0,0.166632096,0.166632096,0.169121206
139,ZO5QFNX-1014,0.000322002,0.0,0.000322002,0.000138001,0.005704034,0.005796035,0.010580063,9.2e-05,0.075762455,0.000276002,0.029578177,0.028980174,0.33667602,0.005244031,0.0,0.002024012,0.000506003,0.279175675,0.000138001,0.01007406,0.010534063,0.028980174,0.579833479,0.005612034,0.030084181,0.002024012,0.002024012,0.028980174,0.0,0.579833479,0.000138001,9.2e-05,0.33667602,0.000506003,4.6e-05,0.000138001,0.0,0.000138001,0.028980174,0.02833617,0.005704034,4.6e-05,0.0,0.579833479,0.579833479,0.593081558
140,ZO5QFNX-1015,5.28e-05,0.000158295,5.28e-05,0.000158295,0.001160827,0.001160827,0.008547911,0.00021106,0.051656817,5.28e-05,0.020578303,0.008231321,0.59006965,0.001055298,5.28e-05,0.000844238,0.000474884,0.50865344,0.000158295,0.000527649,0.008442381,0.008231321,0.321021528,0.023269312,0.010236387,0.000844238,0.000844238,0.008231321,0.0,0.321021528,0.000158295,0.0,0.59006965,0.000474884,0.000738708,0.0,0.0,0.000158295,0.008231321,0.020103419,0.001160827,0.00010553,0.0,0.321021528,0.321021528,0.331891093
141,ZNQOVZV-01,0.0,0.035562544,0.0,0.0,0.002843665,0.002910575,0.002609481,0.000903282,0.035027266,0.0,0.00013382,0.014385601,0.683684052,0.002107658,3.35e-05,0.000769462,0.007125891,0.55207253,0.0,0.0,0.0,0.014385601,0.205446455,0.065605032,0.037804021,0.000769462,0.000769462,0.014385601,0.081128099,0.205446455,0.0,0.0,0.683684052,0.007125891,0.001706199,0.000267639,0.081128099,0.0,0.014385601,0.0,0.002843665,0.002609481,0.0,0.205446455,0.205446455,0.217724399
142,ZNQOVZV-02,5.41e-05,0.001407079,5.41e-05,0.000811776,0.006223617,0.006277736,0.001461197,0.003301223,0.072951618,0.0,0.000541184,0.039560559,0.581123498,0.004275354,0.000865895,0.00032471,0.011527222,0.460764152,0.000811776,0.0,0.0,0.039560559,0.322924559,0.066240935,0.061532633,0.00032471,0.00032471,0.039560559,0.001515316,0.322978677,0.000811776,0.000108237,0.581123498,0.011527222,0.029819245,0.000920013,0.001515316,0.000811776,0.039560559,0.0,0.006223617,0.001461197,0.000270592,0.322924559,0.322978677,0.36989934
143,ZNQOVZV-03,0.0,0.00502988,0.0,0.000149402,0.004681275,0.004830677,0.002290837,0.004033865,0.049551793,0.0,0.000149402,0.030478088,0.636205179,0.004133466,0.000149402,0.000149402,0.00438247,0.470119522,0.000149402,0.0,0.0,0.030478088,0.308416335,0.09875498,0.056324701,0.000149402,0.000149402,0.030478088,0.001942231,0.308416335,0.000149402,0.00064741,0.636205179,0.00438247,0.009810757,0.001294821,0.001942231,0.000149402,0.030478088,0.0,0.004681275,0.002290837,0.000996016,0.308416335,0.308416335,0.326145418
144,ZNQOVZV-04,0.0,0.054137983,0.0,3.74e-05,0.000224484,0.000224484,0.003067944,0.005948818,0.100531278,0.0,0.000149656,0.008605208,0.644081113,0.000224484,0.000299312,0.001870697,0.000823107,0.521625262,3.74e-05,0.0,0.0,0.008605208,0.329691709,0.040930859,0.011074529,0.001870697,0.001870697,0.008605208,0.007520204,0.329729123,3.74e-05,7.48e-05,0.644081113,0.000823107,0.001010177,0.00018707,0.007520204,3.74e-05,0.008605208,0.0,0.000224484,0.003067944,0.000112242,0.329691709,0.329729123,0.338932954
145,ZNQOVZV-1012,0.0,0.005210572,0.0,0.001074345,0.002202407,0.002256124,0.002685862,0.008702192,0.068220885,0.0,0.000214869,0.019391921,0.70632789,0.001826386,0.000268586,0.000913193,0.002041255,0.535238505,0.001074345,0.0,5.37e-05,0.019391921,0.252202407,0.102922217,0.01649119,0.000913193,0.000913193,0.019391921,0.008702192,0.252202407,0.001074345,0.000107434,0.70632789,0.002041255,0.001181779,0.000322303,0.008702192,0.001074345,0.019391921,0.0,0.002202407,0.002632144,0.000537172,0.252202407,0.252202407,0.261817791
146,ZNQOVZV-1014,0.0,0.003968959,0.0,0.0,0.009359635,0.009418873,0.008234109,0.020140987,0.154137788,0.0,0.000177715,0.03779397,0.25395415,0.0085303,0.000355429,0.00165867,0.022628991,0.176766779,0.0,0.0,0.0,0.03779397,0.625970025,0.060600675,0.107991233,0.00165867,0.00165867,0.03779397,0.001599431,0.62614774,0.0,0.001421717,0.25395415,0.022628991,0.011018305,0.002369528,0.001599431,0.0,0.03779397,0.0,0.009359635,0.008234109,5.92e-05,0.625970025,0.62614774,0.696878147
147,ZNQOVZV-1015,0.0,0.007485461,0.0,0.0,0.010652387,0.010825128,0.00610353,0.008234007,0.140841826,0.0,0.000518224,0.045603731,0.469626303,0.009500777,5.76e-05,0.004433696,0.006564173,0.357401969,0.0,0.0,0.0,0.045603731,0.432659642,0.066563022,0.061668682,0.004433696,0.004433696,0.045603731,0.009500777,0.432659642,0.0,0.000287902,0.469626303,0.006564173,0.008349168,0.001497092,0.009500777,0.0,0.045603731,0.0,0.010652387,0.00610353,5.76e-05,0.432659642,0.432659642,0.463810675
148,ZNED4XZ-01,0.0,0.06008451,0.0,0.002524992,0.083530867,0.083582397,0.022106565,0.000103061,0.008141812,0.0,0.343244357,5.15e-05,0.409564052,0.078171699,0.00221581,0.001442853,0.002009688,0.315469442,0.002524992,0.0,0.015046893,5.15e-05,0.093579305,0.001494383,0.003916315,0.001442853,0.001442853,5.15e-05,0.0,0.093579305,0.002524992,0.0,0.409564052,0.002009688,5.15e-05,0.0,0.0,0.002524992,5.15e-05,0.343244357,0.083530867,0.007059672,0.0,0.093579305,0.093579305,0.119344533
149,ZNED4XZ-02,0.0,0.023301093,0.0,0.000942093,0.386446426,0.386697651,0.139492526,0.001256124,0.04949127,0.0,0.001507348,0.0,0.071222208,0.360444668,0.068521543,0.003265921,0.067705062,0.042394172,0.000942093,0.0,0.018025374,0.0,0.283067454,0.000125612,0.040195955,0.003265921,0.003265921,0.0,0.003391534,0.283067454,0.000942093,0.0,0.071222208,0.067705062,0.001193317,0.0,0.003391534,0.000942093,0.0,0.001507348,0.386446426,0.121467152,0.001570155,0.283067454,0.283067454,0.494975506
150,ZNED4XZ-03,0.0,0.279109273,0.0,0.002068023,0.016156431,0.016211825,0.15617268,0.003212822,0.017541268,0.0,0.0,0.000110787,0.584844344,0.015048562,0.004080653,0.00073858,0.000443148,0.281546586,0.002068023,1.85e-05,0.032146682,0.000110787,0.116437091,0.002252668,0.017356623,0.00073858,0.00073858,0.000110787,5.54e-05,0.116437091,0.002068023,0.0,0.584844344,0.000443148,0.001606411,0.0,5.54e-05,0.002068023,0.000110787,0.0,0.016156431,0.124025998,0.0,0.116437091,0.116437091,0.275434839
151,ZNED4XZ-04,0.0,0.0,0.0,0.0,0.134159997,0.134388089,0.00279932,0.001534442,0.270082528,0.0,0.0,0.000186621,0.009331066,0.134159997,0.028947041,0.000352507,0.003939784,0.009289595,0.0,0.0,0.002757848,0.000186621,0.845290922,0.0,0.293845643,0.000352507,0.000352507,0.000186621,0.000539128,0.845290922,0.0,0.0,0.009331066,0.003939784,0.000228093,0.0,0.000539128,0.0,0.000186621,0.0,0.134159997,4.15e-05,0.0,0.845290922,0.845290922,0.854352424
152,ZNED4XZ-08,0.0,0.0,0.0,0.0,0.0,0.0,0.000771647,0.0,5.51e-05,0.0,0.0,0.0,0.961142038,0.0,0.00071653,0.0,0.000992118,0.961142038,0.0,0.0,0.0,0.0,0.036983961,0.0,0.0,0.0,0.0,0.0,5.51e-05,0.036983961,0.0,0.0,0.961142038,0.000992118,0.0,0.0,5.51e-05,0.0,0.0,0.0,0.0,0.000771647,0.000220471,0.036983961,0.036983961,0.038747726
153,ZNED4XZ-2011,0.0,0.0,0.0,0.0,0.00579445,0.005997764,0.018399919,0.002439768,0.094744333,0.0,0.0,0.0,0.503608824,0.00579445,0.011588899,0.003151367,0.003151367,0.503507167,0.0,0.0,0.018399919,0.0,0.465182474,0.000101657,0.191623462,0.003151367,0.003151367,0.0,0.000406628,0.465182474,0.0,0.0,0.503608824,0.003151367,0.0,0.0,0.000406628,0.0,0.0,0.0,0.00579445,0.0,0.0,0.465182474,0.465182474,0.489986785
154,ZNED4XZ-2012,0.0,0.0,0.0,0.0,0.054960856,0.054960856,0.002236779,0.004313788,0.248761783,0.0,0.0,0.0,0.030995367,0.054960856,0.065984982,0.002236779,0.013740214,0.030675827,0.0,0.0,0.002236779,0.0,0.884965649,0.00031954,0.319539863,0.002236779,0.002236779,0.0,0.001437929,0.884965649,0.0,0.0,0.030995367,0.013740214,0.001278159,0.0,0.001437929,0.0,0.0,0.0,0.054960856,0.0,0.0,0.884965649,0.884965649,0.904777121
155,ZNED4XZ-3001,0.0,0.141757322,0.0,0.001548117,0.016485356,0.016485356,0.079456067,0.003640167,0.057615063,0.0,0.100376569,0.0,0.513974895,0.014267782,0.006527197,0.001046025,0.022301255,0.31958159,0.001548117,0.0,0.022175732,0.0,0.222343096,0.002301255,0.027154812,0.001046025,0.001046025,0.0,8.37e-05,0.222343096,0.001548117,0.0,0.513974895,0.022301255,0.000711297,0.0,8.37e-05,0.001548117,0.0,0.100376569,0.016485356,0.057280335,0.0,0.222343096,0.222343096,0.325899582
